Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
Female_OUD_vs_Control,GO_BP,stress response to copper ion,1.4999449393100577e-4,0.0030981096233769667,4/287
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_MAIN_FETAL_MICROGLIA,2.841433600744385e-4,0.003321537898801195,12/286
DLPFC_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN,7.796097367397671e-5,0.0033957152401202875,12/278
Male_OUD_vs_Control,WikiPathways,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,1.362299741488311e-4,0.0036782093020184398,10/75
Male_OUD_vs_Control,GO_BP,regulation of T-helper 1 type immune response,1.1052782190885251e-4,0.0037588201280431663,4/101
Female_OUD_vs_Control,DO,autoimmune disease of endocrine system,6.496004593994979e-4,0.003953867363116629,6/160
DLPFC_OUD_vs_Control,Hallmark,HALLMARK_APOPTOSIS,6.504840773819751e-4,0.004367535948136119,13/109
DLPFC_OUD_vs_Control,Reactome,Cytokine Signaling in Immune system,1.609300954055888e-5,0.004377298595032016,31/172
Male_OUD_vs_Control,GO_BP,T cell cytokine production,1.4270585776911282e-4,0.00444983291034836,4/101
Male_OUD_vs_Control,GO_BP,regulation of T cell cytokine production,1.4270585776911282e-4,0.00444983291034836,4/101
Male_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,1.8535981690786087e-4,0.004494101221256626,8/110
NAC_OUD_vs_Control,GO_BP,regulation of immune system process,1.244235433776886e-5,0.004504132270272327,89/513
Pooled_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,2.5843750949666966e-4,0.00453470076550948,16/410
DLPFC_OUD_vs_Control,GO_BP,positive regulation of T-helper 1 type immune response,1.7720006340866853e-4,0.004594548192447542,4/253
Male_OUD_vs_Control,GO_BP,regulation of adaptive immune response,1.703059782146195e-4,0.0047163914973584265,8/101
Pooled_OUD_vs_Control,KEGG,Complement and coagulation cascades,1.41537715036231e-4,0.004776897882472797,11/225
OUD_DLPFC_vs_NAC,GO_BP,generation of neurons,6.281059552592253e-6,0.004897656186133809,656/5050
Female_OUD_vs_Control,GO_BP,positive regulation of T-helper 1 type immune response,2.8889914221323773e-4,0.00496004476652179,4/287
DLPFC_OUD_vs_Control,KEGG,Cytokine-cytokine receptor interaction,1.0013016157940778e-4,0.004973143586598544,17/142
Female_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN,2.8514972299303084e-4,0.00500655071262485,12/319
Male_OUD_vs_Control,DO,autoimmune disease of endocrine system,7.720935129306079e-4,0.005014627970580237,4/61
NAC_OUD_vs_Control,GO_MF,cytokine binding,3.468824790446789e-5,0.005029795946147844,17/528
Male_OUD_vs_Control,GO_BP,regulation of programmed cell death,1.9212682257831095e-4,0.005092258587215793,22/101
Female_OUD_vs_Control,GO_BP,immune response-regulating cell surface receptor signaling pathway,3.09373464671956e-4,0.005159182900615528,19/287
NAC_OUD_vs_Control,Reactome,Innate Immune System,2.444643146271409e-5,0.005399539752075866,60/349
Female_OUD_vs_Control,GO_BP,regulation of production of molecular mediator of immune response,3.300150869017679e-4,0.005436564326329124,13/287
Female_OUD_vs_Control,GO_MF,cytokine activity,1.0539161439869478e-4,0.005585755563130824,14/292
Female_OUD_vs_Control,GO_BP,negative regulation of immune system process,3.4365350169129454e-4,0.0056384116870236995,24/287
Pooled_OUD_vs_Control,GO_BP,regulation of T-helper 1 type immune response,2.6311859798566984e-4,0.005685706337660638,6/380
Pooled_OUD_vs_Control,WikiPathways,WP_COMPLEMENT_AND_COAGULATION_CASCADES,2.1961571847009485e-4,0.005700242764761234,9/254
Pooled_OUD_vs_Control,WikiPathways,WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES,2.1961571847009485e-4,0.005700242764761234,9/254
Pooled_OUD_vs_Control,GO_BP,activation of immune response,2.6676768595527707e-4,0.005736162311304357,30/380
DLPFC_OUD_vs_Control,GO_BP,positive regulation of tumor necrosis factor superfamily cytokine production,2.3059879834874637e-4,0.005747888566248382,10/253
Male_OUD_vs_Control,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,2.6905658691470964e-4,0.005819376976972891,7/110
NAC_OUD_vs_Control,Reactome,Cytokine Signaling in Immune system,3.564485073718223e-5,0.0058398147124416894,50/349
Pooled_OUD_vs_Control,GO_BP,negative regulation of programmed cell death,2.732488451121965e-4,0.0058467216123271465,39/380
Male_OUD_vs_Control,GO_BP,positive regulation of T-helper 1 type immune response,2.321984725547257e-4,0.005879597037189305,3/101
Male_OUD_vs_Control,GO_BP,stress response to metal ion,2.321984725547257e-4,0.005879597037189305,3/101
Male_OUD_vs_Control,GO_BP,humoral immune response,2.4249591178913293e-4,0.006086003591451159,8/101
Female_OUD_vs_Control,GO_BP,antimicrobial humoral immune response mediated by antimicrobial peptide,3.735289171586219e-4,0.006103972545857159,8/287
DLPFC_OUD_vs_Control,GO_BP,immune response,2.529855593728936e-4,0.0061257697724907125,51/253
NAC_OUD_vs_Control,Hallmark,HALLMARK_COMPLEMENT,7.704084569590825e-4,0.00616326765567266,18/164
Female_OUD_vs_Control,GO_BP,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,3.879384560159944e-4,0.006180519428263628,9/287
Male_OUD_vs_Control,DO,adult respiratory distress syndrome,0.0011073614476566724,0.0062289081430687825,4/61
DLPFC_OUD_vs_Control,GO_BP,negative regulation of programmed cell death,2.797363862368124e-4,0.00641804277059232,29/253
Control_DLPFC_vs_NAC,GO_BP,neuron development,3.1028437520803644e-6,0.006451846441825772,502/4916
Control_DLPFC_vs_NAC,GO_CC,axon,2.8934481405269253e-5,0.006519903143320672,305/5212
Female_OUD_vs_Control,GO_BP,positive regulation of immune effector process,4.189359233885657e-4,0.0065563472010310535,15/287
DLPFC_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,1.8132538687645386e-4,0.006737225090801155,13/278
OUD_DLPFC_vs_NAC,GO_CC,postsynapse,8.84135458852825e-5,0.006926486871382491,352/5358
Female_OUD_vs_Control,GO_BP,positive regulation of chemokine production,4.481703931394241e-4,0.0069700821287383505,8/287
Female_OUD_vs_Control,GO_BP,positive regulation of adaptive immune response,4.5393751882911353e-4,0.0069700821287383505,9/287
Pooled_OUD_vs_Control,GO_BP,regulation of innate immune response,3.468082319540779e-4,0.0072086568213311905,25/380
OUD_DLPFC_vs_NAC,GO_CC,glutamatergic synapse,1.1784884075206321e-4,0.007242346940763157,266/5358
OUD_DLPFC_vs_NAC,GO_CC,axon,1.4084648149829295e-4,0.0073240170379112336,309/5358
Pooled_OUD_vs_Control,GO_BP,chemokine-mediated signaling pathway,3.6530968703144857e-4,0.007486275980714896,8/380
DLPFC_OUD_vs_Control,GO_BP,T-helper 1 type immune response,3.432695095736327e-4,0.007533273259012656,6/253
Pooled_OUD_vs_Control,GO_BP,immune response-activating signaling pathway,3.8037423891801325e-4,0.0076162089581519625,28/380
Pooled_OUD_vs_Control,KEGG,Fluid shear stress and atherosclerosis,3.6751757169054466e-4,0.007633057258188236,14/225
Female_OUD_vs_Control,GO_BP,positive regulation of cytokine production involved in immune response,5.344801858270977e-4,0.007995587779891398,8/287
Male_OUD_vs_Control,C7_Immunologic,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN,4.13974006164433e-4,0.008142192825325965,7/110
DLPFC_OUD_vs_Control,GO_MF,cytokine receptor binding,5.5616362088467856e-5,0.008227641214518359,14/253
DLPFC_OUD_vs_Control,DO,disease of metabolism,0.0017381374954925778,0.008268450843980677,45/136
OUD_DLPFC_vs_NAC,GO_CC,neuronal cell body,1.7879028274376282e-4,0.008329218250752567,242/5358
Male_OUD_vs_Control,GO_BP,antimicrobial humoral immune response mediated by antimicrobial peptide,4.146281054527276e-4,0.008422011163105553,5/101
Pooled_OUD_vs_Control,GO_BP,regulation of complement activation,4.460322134764805e-4,0.008428271046860768,4/380
Pooled_OUD_vs_Control,GO_BP,stress response to copper ion,4.460322134764805e-4,0.008428271046860768,4/380
Control_DLPFC_vs_NAC,GO_BP,neuron projection development,7.3022332331821704e-6,0.008440427088504268,446/4916
Control_DLPFC_vs_NAC,GO_BP,generation of neurons,9.252445373817382e-6,0.008440427088504268,641/4916
Control_DLPFC_vs_NAC,GO_BP,neuron differentiation,9.471463549139128e-6,0.008440427088504268,611/4916
OUD_DLPFC_vs_NAC,GO_BP,neuron differentiation,1.2253230856006135e-5,0.008492850453307364,624/5050
Female_OUD_vs_Control,GO_BP,positive regulation of programmed cell death,5.837403506704776e-4,0.008668757251380194,23/287
Pooled_OUD_vs_Control,GO_BP,T-helper 1 type immune response,4.7155068803098385e-4,0.008724260318339923,7/380
NAC_OUD_vs_Control,DO,autoimmune disease,5.851821618881307e-4,0.008724534049968494,24/257
Pooled_OUD_vs_Control,GO_BP,complement receptor mediated signaling pathway,5.018835962396111e-4,0.009052569824735134,5/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of T cell cytokine production,5.018835962396111e-4,0.009052569824735134,5/380
Pooled_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN,6.348335581292595e-4,0.009228312210854602,12/410
Male_OUD_vs_Control,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",4.8569082433637655e-4,0.009306886336607863,3/101
DLPFC_OUD_vs_Control,GO_BP,tumor necrosis factor superfamily cytokine production,4.5905579836476155e-4,0.009314911124607573,12/253
DLPFC_OUD_vs_Control,GO_BP,regulation of tumor necrosis factor superfamily cytokine production,4.5905579836476155e-4,0.009314911124607573,12/253
Female_OUD_vs_Control,WikiPathways,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,1.9568465370559658e-4,0.009349377899267392,17/198
DLPFC_OUD_vs_Control,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",4.976262627982972e-4,0.009660648313363097,4/253
Female_OUD_vs_Control,GO_BP,production of molecular mediator of immune response,6.804308357583587e-4,0.009783297069613997,13/287
Female_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.001305090140355977,0.009824835888073084,13/334
NAC_OUD_vs_Control,GO_BP,adaptive immune response,3.624228125257856e-5,0.009856223241470024,36/513
Female_OUD_vs_Control,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP,6.852625563127251e-4,0.009958446318353848,13/319
Pooled_OUD_vs_Control,Hallmark,HALLMARK_APOPTOSIS,0.0017190927734400047,0.010099670043960028,15/151
NAC_OUD_vs_Control,GO_MF,chemokine binding,8.191630690019912e-5,0.010181026714739035,8/528
Male_OUD_vs_Control,GO_BP,T-helper 1 type immune response,5.828460899768791e-4,0.010349187353177733,4/101
Female_OUD_vs_Control,GO_MF,cytokine receptor binding,0.00025642423673766734,0.010392723477191342,14/292
DLPFC_OUD_vs_Control,WikiPathways,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,2.959017981195099e-4,0.010735803738463709,12/161
Male_OUD_vs_Control,GO_BP,negative regulation of programmed cell death,6.27884487355823e-4,0.010792002461461296,15/101
DLPFC_OUD_vs_Control,KEGG,Fluid shear stress and atherosclerosis,2.655468034766061e-4,0.010843161141961417,11/142
Pooled_OUD_vs_Control,WikiPathways,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,4.890001849493401e-4,0.01087443268434961,5/254
Male_OUD_vs_Control,GO_BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6.455410837792563e-4,0.010942887152465138,9/101
Female_OUD_vs_Control,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",8.039438155902285e-4,0.011164666845176245,4/287
Female_OUD_vs_Control,GO_BP,positive regulation of production of molecular mediator of immune response,8.140685165557191e-4,0.011190691871166288,10/287
Female_OUD_vs_Control,Reactome,Diseases of Immune System,2.6450428450907866e-4,0.011231054355518034,6/206
Pooled_OUD_vs_Control,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,8.100932835875975e-4,0.011261005178267246,13/410
Pooled_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN,8.100932835875975e-4,0.011261005178267246,13/410
Female_OUD_vs_Control,GO_BP,humoral immune response,8.250417581135319e-4,0.011265419173704569,13/287
Male_OUD_vs_Control,GO_BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7.176940058103222e-4,0.011370839108816056,7/101
Female_OUD_vs_Control,GO_BP,negative regulation of cytokine-mediated signaling pathway,8.512186421833889e-4,0.011492648686710303,7/287
DLPFC_OUD_vs_Control,GO_BP,positive regulation of programmed cell death,6.42314402930587e-4,0.011629062901500968,21/253
Male_OUD_vs_Control,GO_BP,adaptive immune response,7.578328629389208e-4,0.011874110493341323,11/101
DLPFC_OUD_vs_Control,Reactome,Immune System,1.1930596049453602e-4,0.011936230879346116,55/172
DLPFC_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,0.0013439742884645263,0.011989665362880906,10/286
Pooled_OUD_vs_Control,GO_BP,response to chemokine,7.349095550781176e-4,0.012226934122252672,8/380
Pooled_OUD_vs_Control,GO_BP,cellular response to chemokine,7.349095550781176e-4,0.012226934122252672,8/380
Pooled_OUD_vs_Control,GO_BP,regulation of humoral immune response,7.595808888457093e-4,0.012226934122252672,6/380
Pooled_OUD_vs_Control,GO_BP,regulation of adaptive immune response,7.826429412702987e-4,0.012288620282895159,15/380
NAC_OUD_vs_Control,WikiPathways,WP_COMPLEMENT_SYSTEM,9.66141750342143e-5,0.012300204463857347,14/307
NAC_OUD_vs_Control,WikiPathways,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,1.0790691164984969e-4,0.012300204463857347,23/307
Female_OUD_vs_Control,GO_BP,negative regulation of T-helper 1 type immune response,9.599691568274392e-4,0.012361121832692565,3/287
Male_OUD_vs_Control,GO_BP,positive regulation of immune response,7.960682816579254e-4,0.012404668388911409,14/101
DLPFC_OUD_vs_Control,DO,autoimmune disease of blood,0.0030561276456676435,0.012508068817835612,4/136
DLPFC_OUD_vs_Control,DO,autoimmune thrombocytopenic purpura,0.0030561276456676435,0.012508068817835612,4/136
Female_OUD_vs_Control,DO,newborn respiratory distress syndrome,0.0028045085460056142,0.012904078012275833,3/160
Pooled_OUD_vs_Control,GO_BP,positive regulation of T-helper 1 type immune response,8.483247713634686e-4,0.012947334360145245,4/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of innate immune response,8.593685726991225e-4,0.013070187525545887,21/380
OUD_DLPFC_vs_NAC,C8_CellType,LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM,3.684572376753379e-4,0.013072221997525032,140/6250
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_CEREBRUM_MICROGLIA,0.0016213996046064482,0.013915302935736352,24/286
Female_OUD_vs_Control,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP,0.00107507250131164,0.014424907453678625,11/319
OUD_DLPFC_vs_NAC,C8_CellType,DESCARTES_FETAL_PANCREAS_ENS_NEURONS,4.3161930025004195e-4,0.014675056208501427,100/6250
Pooled_OUD_vs_Control,GO_BP,positive regulation of immune effector process,0.001022811547930333,0.015032230325642774,17/380
NAC_OUD_vs_Control,GO_BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6.639242840507987e-5,0.015456560980362348,27/513
NAC_OUD_vs_Control,GO_BP,regulation of immune response,7.542137852739055e-5,0.015456560980362348,57/513
NAC_OUD_vs_Control,GO_BP,humoral immune response,7.561336373364933e-5,0.015456560980362348,21/513
NAC_OUD_vs_Control,GO_BP,cytokine-mediated signaling pathway,8.135317482554786e-5,0.015456560980362348,39/513
Male_OUD_vs_Control,DO,autoimmune disease of the nervous system,0.003930719256412457,0.015638151037089428,3/61
DLPFC_OUD_vs_Control,GO_BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,9.871397247412255e-4,0.015755218215435053,15/253
Male_OUD_vs_Control,DO,lipid metabolism disorder,0.004358391635456011,0.01643326164840799,5/61
Male_OUD_vs_Control,GO_BP,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.0012049240417647093,0.016508041461085584,5/101
Male_OUD_vs_Control,WikiPathways,WP_VITAMIN_B12_METABOLISM,0.0013514846621418125,0.01672462269400493,4/75
DLPFC_OUD_vs_Control,GO_BP,positive regulation of T cell cytokine production,0.0010982095784808146,0.016727940885496388,4/253
DLPFC_OUD_vs_Control,GO_BP,response to toxic substance,0.0011192835796317482,0.01686442945728731,13/253
Male_OUD_vs_Control,GO_BP,positive regulation of adaptive immune response,0.0013214418024146426,0.01727008733478307,5/101
Female_OUD_vs_Control,GO_BP,negative regulation of response to cytokine stimulus,0.0014433897279986824,0.017427753125301596,7/287
DLPFC_OUD_vs_Control,WikiPathways,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,7.536794201280036e-4,0.018088306083072086,5/161
DLPFC_OUD_vs_Control,GO_MF,cytokine activity,3.783657206854917e-4,0.018215606838715818,12/253
Female_OUD_vs_Control,Hallmark,HALLMARK_COMPLEMENT,0.0028687484172655233,0.01844195411099265,14/126
Female_OUD_vs_Control,GO_BP,immunoglobulin mediated immune response,0.0015706853443950845,0.01852498164157565,9/287
NAC_OUD_vs_Control,GO_BP,stress response to metal ion,1.8638583475388327e-4,0.018816993879648455,5/513
Female_OUD_vs_Control,GO_BP,regulation of response to cytokine stimulus,0.001613957115050235,0.018980322257628343,11/287
Pooled_OUD_vs_Control,GO_BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.001357092522587079,0.01898640284621088,14/380
Pooled_OUD_vs_Control,GO_BP,chemokine production,0.00136008362972305,0.01898640284621088,10/380
Pooled_OUD_vs_Control,GO_BP,regulation of chemokine production,0.00136008362972305,0.01898640284621088,10/380
OUD_DLPFC_vs_NAC,GO_CC,axoneme,5.729521578233724e-4,0.019469725779866685,97/5358
OUD_DLPFC_vs_NAC,GO_CC,dendrite,6.048287594337284e-4,0.019469725779866685,292/5358
Male_OUD_vs_Control,GO_MF,cytokine binding,6.809732967328687e-4,0.01955366180618666,6/99
Pooled_OUD_vs_Control,C8_CellType,GAO_LARGE_INTESTINE_ADULT_CJ_IMMUNE_CELLS,0.003308431582752194,0.01965759765418595,29/435
Pooled_OUD_vs_Control,DO,newborn respiratory distress syndrome,0.005250013865408063,0.02008377945682047,3/199
Pooled_OUD_vs_Control,GO_BP,positive regulation of tumor necrosis factor superfamily cytokine production,0.001543940284115226,0.02073630566203988,11/380
OUD_DLPFC_vs_NAC,C8_CellType,ZHONG_PFC_C3_ASTROCYTE,6.900669067480993e-4,0.022488982000631416,163/6250
Pooled_OUD_vs_Control,GO_BP,tumor necrosis factor superfamily cytokine production,0.0018672011878143806,0.024113411789378023,14/380
Pooled_OUD_vs_Control,GO_BP,regulation of tumor necrosis factor superfamily cytokine production,0.0018672011878143806,0.024113411789378023,14/380
NAC_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN,8.864166153304335e-4,0.024541077150148288,16/580
DLPFC_OUD_vs_Control,GO_BP,regulation of adaptive immune response,0.001941496486479685,0.025453775364951192,11/253
OUD_DLPFC_vs_NAC,GO_CC,neuron to neuron synapse,9.376001492736724e-4,0.026409070871208442,192/5358
Female_OUD_vs_Control,KEGG,Fluid shear stress and atherosclerosis,0.001579150566571378,0.026507170224590985,11/175
Female_OUD_vs_Control,DO,autoimmune disease of skin and connective tissue,0.007240791693367975,0.02652669184347604,3/160
Control_DLPFC_vs_NAC,GO_CC,synapse,2.505859426715308e-4,0.026529191527157076,705/5212
Control_DLPFC_vs_NAC,GO_CC,axoneme,2.747105631510348e-4,0.026529191527157076,96/5212
DLPFC_OUD_vs_Control,WikiPathways,WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.0012908782388727507,0.0265552094853823,8/161
DLPFC_OUD_vs_Control,GO_MF,chemokine binding,7.704370881180312e-4,0.027330241967976475,5/253
Male_OUD_vs_Control,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN,0.0021383083695323594,0.02756915974764965,6/110
Male_OUD_vs_Control,DO,disease of metabolism,0.008665153969739051,0.027731327057196633,22/61
