gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
EPAS1,0.007099369158781746,0.007099369158781746,0.5844672109039146,0.004149348491410437,140.0,848.0,67.0,0.9913119569973123,0.9470591911994499,0.9958747421713857,1.153134234719165,0.24885529183273714,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LPIN1,-0.005889849030631439,0.005889849030631439,0.6999870168915779,0.004122817852893453,203.0,299.0,68.0,0.9873742108881806,0.9813738358647416,0.9958122382648915,-0.909243640281221,0.3632215330779016,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01098,0.008728869581335955,0.008728869581335955,0.4722252158001447,0.00412199232173769,84.0,2000.0,69.0,0.994812175760985,0.8750546909181824,0.9957497343583974,1.4118600155762966,0.1579911829572238,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST18,0.008368486400655444,0.008368486400655444,0.4909935424645616,0.004108872782924326,93.0,1739.0,70.0,0.9942496406025376,0.8913682105131571,0.9956872304519032,1.3546397666344832,0.1755323571172367,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DPP6,-0.014990047167459105,0.014990047167459105,0.2696396974144648,0.004041911782462228,18.0,6345.0,71.0,0.9989374335895993,0.6034752172010751,0.9956247265454091,-2.354137938138958,0.018565720241299433,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
UBE2E1,-0.004153021774046202,0.004153021774046202,0.9669950554704937,0.004015951520763976,441.0,26.0,72.0,0.9724982811425714,0.9984374023376461,0.9955622226389149,-0.6334769194174124,0.5264222484505214,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS7,-0.009223021028942017,0.009223021028942017,0.43411159954285805,0.0040038204114914355,69.0,2591.0,73.0,0.9957497343583974,0.8381148821801363,0.9954997187324208,-1.4384718111105785,0.15030023006212834,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SEMA3B,-0.008156774769795575,0.008156774769795575,0.4906274262337485,0.00400193741167318,101.0,1744.0,74.0,0.9937496093505844,0.8910556909806863,0.9954372148259266,-1.2691773499583408,0.20437781750720063,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SORCS3,-0.007049037151186631,0.007049037151186631,0.5658836473697042,0.00398893485355804,141.0,976.0,75.0,0.9912494530908181,0.939058691168198,0.9953747109194324,-1.0932950510693489,0.27426427508018736,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RHOBTB3,-0.006128160115614718,0.006128160115614718,0.6442081884642399,0.0039478109266989645,187.0,532.0,76.0,0.988374273392087,0.9668104256516032,0.9953122070129383,-0.9470817535432983,0.34359712171913825,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL354809.1,-0.009379213441722527,0.009379213441722527,0.41963808631693644,0.003935875179842528,62.0,2841.0,77.0,0.9961872617038565,0.8224889055565973,0.9952497031064441,-1.4632714388991086,0.1433931196764815,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANKDD1A,-0.0053071473838252085,0.0053071473838252085,0.7318343721574903,0.0038839528735889885,274.0,224.0,78.0,0.9829364335270955,0.9860616288518033,0.99518719919995,-0.8167245243055619,0.4140858730277539,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM171B,-0.006495546034375005,0.006495546034375005,0.5931858661886165,0.00385306610076877,165.0,783.0,79.0,0.9897493593349584,0.9511219451215701,0.9951246952934558,-1.0054138701794986,0.31469760380832823,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008771.1,0.009129038465255609,0.009129038465255609,0.42135465131551053,0.0038465628193736605,71.0,2808.0,80.0,0.9956247265454091,0.8245515344709045,0.9950621913869617,1.4753972847502141,0.14010576494156068,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLXDC2,-0.01196028185420695,0.01196028185420695,0.32046930127709916,0.003832903168894869,38.0,4970.0,81.0,0.9976873554597162,0.6894180886305394,0.9949996874804675,-1.873083508428347,0.06105685428708929,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NEDD9,0.005365324025373535,0.005365324025373535,0.7141942461379404,0.0038318835475874315,268.0,258.0,82.0,0.9833114569660604,0.983936496031002,0.9949371835739734,0.8778092486235429,0.38004724456073724,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYRIP,0.005377729792007769,0.005377729792007769,0.708917883189964,0.0038123688205177527,266.0,269.0,83.0,0.9834364647790487,0.9832489530595663,0.9948746796674792,0.8797789883150138,0.37897904940180904,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GALNT10,0.005441347541046065,0.005441347541046065,0.6955717559710112,0.003784847663973955,253.0,311.0,84.0,0.9842490155634727,0.9806237889868117,0.994812175760985,0.8898799686943291,0.3735303409030766,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GNA14,0.011457230310997216,0.011457230310997216,0.3298266729311701,0.003778900154482367,45.0,4737.0,85.0,0.9972498281142571,0.7039814988436777,0.9947496718544909,1.8450585901032444,0.06502901612759593,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RANBP17,0.008475357786649667,0.008475357786649667,0.44532614213915905,0.003774298386377778,91.0,2398.0,86.0,0.9943746484155259,0.8501781361335083,0.9946871679479967,1.3716083923616846,0.1701853798339399,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FTL,-0.00869451201908353,0.00869451201908353,0.43296418741132103,0.0037644123312804644,86.0,2614.0,87.0,0.9946871679479967,0.8366772923307707,0.9946246640415026,-1.3545571926342415,0.17555867990426566,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ITPKB,-0.008231355683621424,0.008231355683621424,0.44989566397206054,0.003703251230673055,99.0,2315.0,88.0,0.9938746171635727,0.8553659603725232,0.9945621601350084,-1.2810190192819886,0.2001869857529679,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
INSIG1,-0.006368488857024826,0.006368488857024826,0.5785019419707469,0.0036841831712079243,171.0,891.0,89.0,0.9893743358959936,0.9443715232202012,0.9944996562285143,-0.9852402224967934,0.32450608762777633,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT3,-0.005438805464209561,0.005438805464209561,0.6753187388009526,0.0036729272466737304,254.0,395.0,90.0,0.9841865116569786,0.9753734608413026,0.9944371523220201,-0.8376286855945777,0.4022392769714822,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
WDR17,-0.005136550987119639,0.005136550987119639,0.7062601541991985,0.0036277412922151617,292.0,279.0,91.0,0.9818113632102007,0.9826239139946247,0.9943746484155259,-0.7896378876050469,0.42973927494981323,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GBE1,-0.00519711880149109,0.00519711880149109,0.6955455622451909,0.003614832918838173,287.0,312.0,92.0,0.9821238827426714,0.9805612850803175,0.9943121445090318,-0.7992546111426208,0.42414279162654855,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDGFD,0.005564222044766278,0.005564222044766278,0.648728220968435,0.003609667868174575,239.0,500.0,93.0,0.9851240702543909,0.9688105506594162,0.9942496406025376,0.9093895076195251,0.3631445582930888,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATP10A,0.006641258275262314,0.006641258275262314,0.5413617090787235,0.003595322930329222,160.0,1183.0,94.0,0.9900618788674292,0.9261203825239077,0.9941871366960435,1.0803971587312193,0.2799653605445154,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CR381653.1,-0.00694164550100731,0.00694164550100731,0.5178780229549453,0.003594925648115757,147.0,1417.0,95.0,0.9908744296518532,0.9114944684042753,0.9941246327895493,-1.0762438198050892,0.2818182268545186,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYH9,0.005274251188616694,0.005274251188616694,0.6787746090456691,0.0035800277885619522,276.0,375.0,96.0,0.9828114257141072,0.9766235389711857,0.9940621288830552,0.8633490555001478,0.3879455803719285,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
