gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
LPIN1,-0.0058898490306314,0.0058898490306314,0.6999870168915779,0.0041228178528934,203.0,299.0,68.0,0.9873742108881806,0.9813738358647416,0.9958122382648916,-0.909243640281221,0.3632215330779016,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01098,0.0087288695813359,0.0087288695813359,0.4722252158001447,0.0041219923217376,84.0,2000.0,69.0,0.994812175760985,0.8750546909181824,0.9957497343583974,1.4118600155762966,0.1579911829572238,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ST18,0.0083684864006554,0.0083684864006554,0.4909935424645616,0.0041088727829243,93.0,1739.0,70.0,0.9942496406025376,0.8913682105131571,0.9956872304519032,1.3546397666344832,0.1755323571172367,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DPP6,-0.0149900471674591,0.0149900471674591,0.2696396974144648,0.0040419117824622,18.0,6345.0,71.0,0.9989374335895992,0.6034752172010751,0.9956247265454092,-2.354137938138958,0.0185657202412994,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
UBE2E1,-0.0041530217740462,0.0041530217740462,0.9669950554704936,0.0040159515207639,441.0,26.0,72.0,0.9724982811425714,0.998437402337646,0.9955622226389148,-0.6334769194174124,0.5264222484505214,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS7,-0.009223021028942,0.009223021028942,0.434111599542858,0.0040038204114914,69.0,2591.0,73.0,0.9957497343583974,0.8381148821801363,0.9954997187324208,-1.4384718111105783,0.1503002300621283,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SEMA3B,-0.0081567747697955,0.0081567747697955,0.4906274262337485,0.0040019374116731,101.0,1744.0,74.0,0.9937496093505844,0.8910556909806863,0.9954372148259266,-1.2691773499583408,0.2043778175072006,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SORCS3,-0.0070490371511866,0.0070490371511866,0.5658836473697042,0.003988934853558,141.0,976.0,75.0,0.991249453090818,0.939058691168198,0.9953747109194324,-1.0932950510693489,0.2742642750801873,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RHOBTB3,-0.0061281601156147,0.0061281601156147,0.6442081884642399,0.0039478109266989,187.0,532.0,76.0,0.988374273392087,0.9668104256516032,0.9953122070129384,-0.9470817535432984,0.3435971217191382,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL354809.1,-0.0093792134417225,0.0093792134417225,0.4196380863169364,0.0039358751798425,62.0,2841.0,77.0,0.9961872617038564,0.8224889055565973,0.995249703106444,-1.4632714388991086,0.1433931196764815,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ANKDD1A,-0.0053071473838252,0.0053071473838252,0.7318343721574903,0.0038839528735889,274.0,224.0,78.0,0.9829364335270956,0.9860616288518032,0.99518719919995,-0.8167245243055619,0.4140858730277539,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM171B,-0.006495546034375,0.006495546034375,0.5931858661886165,0.0038530661007687,165.0,783.0,79.0,0.9897493593349584,0.95112194512157,0.9951246952934558,-1.0054138701794986,0.3146976038083282,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008771.1,0.0091290384652556,0.0091290384652556,0.4213546513155105,0.0038465628193736,71.0,2808.0,80.0,0.9956247265454092,0.8245515344709045,0.9950621913869616,1.475397284750214,0.1401057649415606,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PLXDC2,-0.0119602818542069,0.0119602818542069,0.3204693012770991,0.0038329031688948,38.0,4970.0,81.0,0.9976873554597162,0.6894180886305394,0.9949996874804676,-1.873083508428347,0.0610568542870892,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NEDD9,0.0053653240253735,0.0053653240253735,0.7141942461379404,0.0038318835475874,268.0,258.0,82.0,0.9833114569660604,0.983936496031002,0.9949371835739734,0.8778092486235429,0.3800472445607372,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYRIP,0.0053777297920077,0.0053777297920077,0.708917883189964,0.0038123688205177,266.0,269.0,83.0,0.9834364647790488,0.9832489530595664,0.9948746796674792,0.8797789883150138,0.378979049401809,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GALNT10,0.005441347541046,0.005441347541046,0.6955717559710112,0.0037848476639739,253.0,311.0,84.0,0.9842490155634728,0.9806237889868116,0.994812175760985,0.8898799686943291,0.3735303409030766,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GNA14,0.0114572303109972,0.0114572303109972,0.3298266729311701,0.0037789001544823,45.0,4737.0,85.0,0.9972498281142572,0.7039814988436777,0.9947496718544908,1.8450585901032444,0.0650290161275959,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RANBP17,0.0084753577866496,0.0084753577866496,0.445326142139159,0.0037742983863777,91.0,2398.0,86.0,0.994374648415526,0.8501781361335083,0.9946871679479968,1.3716083923616846,0.1701853798339399,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FTL,-0.0086945120190835,0.0086945120190835,0.432964187411321,0.0037644123312804,86.0,2614.0,87.0,0.9946871679479968,0.8366772923307707,0.9946246640415026,-1.3545571926342417,0.1755586799042656,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ITPKB,-0.0082313556836214,0.0082313556836214,0.4498956639720605,0.003703251230673,99.0,2315.0,88.0,0.9938746171635728,0.8553659603725232,0.9945621601350084,-1.2810190192819886,0.2001869857529679,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
INSIG1,-0.0063684888570248,0.0063684888570248,0.5785019419707469,0.0036841831712079,171.0,891.0,89.0,0.9893743358959936,0.9443715232202012,0.9944996562285144,-0.9852402224967934,0.3245060876277763,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT3,-0.0054388054642095,0.0054388054642095,0.6753187388009526,0.0036729272466737,254.0,395.0,90.0,0.9841865116569786,0.9753734608413026,0.99443715232202,-0.8376286855945777,0.4022392769714822,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
WDR17,-0.0051365509871196,0.0051365509871196,0.7062601541991985,0.0036277412922151,292.0,279.0,91.0,0.9818113632102008,0.9826239139946248,0.994374648415526,-0.7896378876050469,0.4297392749498132,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GBE1,-0.005197118801491,0.005197118801491,0.6955455622451909,0.0036148329188381,287.0,312.0,92.0,0.9821238827426714,0.9805612850803176,0.9943121445090318,-0.7992546111426208,0.4241427916265485,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDGFD,0.0055642220447662,0.0055642220447662,0.648728220968435,0.0036096678681745,239.0,500.0,93.0,0.9851240702543907,0.9688105506594162,0.9942496406025376,0.9093895076195252,0.3631445582930888,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ATP10A,0.0066412582752623,0.0066412582752623,0.5413617090787235,0.0035953229303292,160.0,1183.0,94.0,0.9900618788674292,0.9261203825239076,0.9941871366960436,1.080397158731219,0.2799653605445154,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CR381653.1,-0.0069416455010073,0.0069416455010073,0.5178780229549453,0.0035949256481157,147.0,1417.0,95.0,0.9908744296518532,0.9114944684042752,0.9941246327895492,-1.0762438198050892,0.2818182268545186,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYH9,0.0052742511886166,0.0052742511886166,0.6787746090456691,0.0035800277885619,276.0,375.0,96.0,0.9828114257141072,0.9766235389711856,0.9940621288830552,0.8633490555001478,0.3879455803719285,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KAZN,0.0119895064940162,0.0119895064940162,0.2971132393542914,0.0035622411126964,36.0,5564.0,97.0,0.9978123632727044,0.6522907681730108,0.993999624976561,1.9295713457780164,0.0536599720652886,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL589787.1,0.0053849572687319,0.0053849572687319,0.6611156655093202,0.0035600796084569,265.0,449.0,98.0,0.9834989686855428,0.971998249890618,0.9939371210700668,0.8809265391429946,0.3783575820512999,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NAPA,-0.0049383505849704,0.0049383505849704,0.7206840839419234,0.0035589906675134,319.0,244.0,99.0,0.9801237577348584,0.9848115507219202,0.9938746171635728,-0.7581683935794645,0.4483501798661502,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
