Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
OUD_Effect_Male_vs_Female,GO_CC,excitatory synapse,9.585584327010376e-4,0.02429576950576861,18/1867
OUD_Effect_Male_vs_Female,GO_BP,regulation of synapse assembly,2.708616408526861e-4,0.024801315082591917,35/1775
OUD_vs_Control_Female,Reactome,Chondroitin sulfate/dermatan sulfate metabolism,3.559596827768428e-4,0.025171434710648168,17/1379
OUD_vs_Control_Female,Reactome,Glycosaminoglycan metabolism,3.7640289293534596e-4,0.02540719527313585,32/1379
OUD_vs_Control_Female,GO_MF,complement receptor activity,8.136306953195721e-4,0.02637876359562402,6/2121
OUD_Effect_Male_vs_Female,GO_BP,axon development,3.0212584086848686e-4,0.027224895216038096,84/1775
OUD_Effect_Male_vs_Female,GO_CC,main axon,0.0011453993656708747,0.027956228962115054,18/1867
OUD_vs_Control_Male,GO_MF,G protein-coupled neurotransmitter receptor activity,0.003527220266453357,0.02878873216897293,1/5
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON,0.0066393831120759705,0.029640103178910582,6/2057
OUD_Effect_Male_vs_Female,GO_MF,neurotransmitter receptor activity,2.993098298718937e-4,0.030654315076046445,23/1824
OUD_vs_Control_Female,GO_BP,central nervous system neuron development,0.003720462392938956,0.03077399712090455,22/2058
OUD_vs_Control_Female,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_KCNIP4_POS_NEURON_CELL,0.013454345348465666,0.031023169396767927,25/2407
OUD_Effect_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_IN_1_INTERNEURON,0.007035849857816106,0.031040514078600468,5/2057
OUD_vs_Control_Female,C8_CellType,FAN_EMBRYONIC_CTX_IN_1_INTERNEURON,0.01375186107674995,0.03161250991423617,5/2407
OUD_vs_Control_Female,WikiPathways,WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,0.0014657496856405896,0.0317211883263549,49/1231
OUD_vs_Control_Female,WikiPathways,WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY,0.0015246929718451187,0.0317211883263549,28/1231
OUD_vs_Control_Female,GO_CC,asymmetric synapse,0.0031625086623739192,0.03218628114144387,70/2168
OUD_vs_Control_Female,C8_CellType,DESCARTES_MAIN_FETAL_INHIBITORY_INTERNEURONS,0.014264139312131328,0.032497183384645044,9/2407
OUD_vs_Control_Female,C8_CellType,ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON,0.014266004907582903,0.032497183384645044,6/2407
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON,0.008104009823223336,0.03473147067095715,18/2057
OUD_Effect_Male_vs_Female,GO_CC,distal axon,0.0015933308210597998,0.03620706934753132,48/1867
OUD_vs_Control_Female,GO_CC,neuronal cell body membrane,0.0037131031480340487,0.036230885262635265,10/2168
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of cytokine production,4.612611761389559e-4,0.036369162457511844,78/1775
OUD_vs_Control_Female,GO_CC,axon terminus,0.003858602289180751,0.036649798109952225,25/2168
OUD_vs_Control_Female,GO_MF,cytokine receptor binding,0.0018918687771988748,0.03671836618401547,43/2121
OUD_vs_Control_Female,GO_BP,regulation of humoral immune response,0.00463228261471961,0.03683432460350938,12/2058
OUD_vs_Control_Female,GO_BP,chemokine-mediated signaling pathway,0.004795633250337638,0.037359215997555865,16/2058
OUD_vs_Control_Female,GO_BP,regulation of neurotransmitter secretion,0.004818239455901099,0.03743401423430854,20/2058
OUD_vs_Control_Female,GO_BP,mast cell activation involved in immune response,0.004885917713337711,0.037806758435060754,14/2058
OUD_vs_Control_Female,C7_Immunologic,GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN,0.007677796735546992,0.03793734857564396,39/2332
OUD_vs_Control_Female,GO_BP,positive regulation of T-helper 1 type immune response,0.004965875137043769,0.03811805755194798,7/2058
OUD_vs_Control_Female,GO_BP,negative regulation of humoral immune response,0.004965875137043769,0.03811805755194798,7/2058
OUD_vs_Control_Female,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",0.004965875137043769,0.03811805755194798,7/2058
OUD_vs_Control_Female,GO_BP,regulation of astrocyte differentiation,0.005040856634552898,0.03859070697489499,10/2058
OUD_vs_Control_Female,WikiPathways,WP_IRON_METABOLISM_DISORDERS,0.0025944705769552516,0.041387983013333775,8/1231
OUD_vs_Control_Female,GO_CC,neuron to neuron synapse,0.0045244850938817235,0.0416849686637198,75/2168
OUD_vs_Control_Female,GO_BP,"positive regulation of synaptic transmission, glutamatergic",0.005523019914285502,0.04178189966694039,11/2058
OUD_Effect_Male_vs_Female,GO_MF,ionotropic glutamate receptor binding,6.072410837965915e-4,0.042991456969025024,10/1824
OUD_vs_Control_Male,Reactome,Cellular response to heat stress,0.026208731151407982,0.04305720117731311,1/3
OUD_vs_Control_Female,GO_BP,glutamate receptor signaling pathway,0.005869045054459452,0.04337367442685888,15/2058
OUD_vs_Control_Female,C7_Immunologic,GSE29949_MICROGLIA_VS_DC_BRAIN_DN,0.009144911480137387,0.04342495977702666,37/2332
OUD_vs_Control_Female,GO_BP,integrated stress response signaling,0.005947680034925867,0.043730260486677164,14/2058
OUD_Effect_Male_vs_Female,GO_BP,"regulation of synaptic transmission, glutamatergic",7.641243795534421e-4,0.0459943756607128,19/1775
OUD_vs_Control_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP,0.009951839053696065,0.04614669045330111,38/2332
OUD_vs_Control_Male,Hallmark,HALLMARK_COMPLEMENT,0.046421663442940075,0.046421663442940075,1/1
OUD_vs_Control_Female,GO_BP,response to fluid shear stress,0.0065434248679416525,0.04695946151809923,10/2058
OUD_vs_Control_Female,GO_BP,neuronal action potential propagation,0.0066560570781255815,0.04695946151809923,5/2058
OUD_vs_Control_Female,Reactome,Neuronal System,0.0011138631471401047,0.0472596221000873,78/1379
OUD_Effect_Male_vs_Female,GO_CC,axon initial segment,0.00250840233563882,0.047842768974726446,8/1867
OUD_Effect_Male_vs_Female,GO_BP,forebrain neuron differentiation,8.509813220786228e-4,0.048166863430440604,18/1775
OUD_Effect_Male_vs_Female,GO_BP,cytokine-mediated signaling pathway,8.651432385044414e-4,0.048166863430440604,81/1775
OUD_Effect_Male_vs_Female,GO_BP,central nervous system neuron differentiation,9.288350285573735e-4,0.04843826347749452,38/1775
OUD_Effect_Male_vs_Female,GO_BP,tumor necrosis factor superfamily cytokine production,9.434451197302456e-4,0.04843826347749452,33/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of tumor necrosis factor superfamily cytokine production,9.434451197302456e-4,0.04843826347749452,33/1775
OUD_Effect_Male_vs_Female,GO_BP,axon guidance,9.449744328362775e-4,0.04843826347749452,43/1775
OUD_vs_Control_Female,KEGG,Central carbon metabolism in cancer,0.005561442315097679,0.04848436890085155,19/1075
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_EYE_ASTROCYTES,0.023420271405788957,0.04878144928167092,10/2407
OUD_vs_Control_Female,GO_BP,neuron projection regeneration,0.007022948859452094,0.048898466010770664,15/2058
OUD_vs_Control_Female,GO_BP,macrophage activation involved in immune response,0.00717710340132358,0.049399542810928856,7/2058
OUD_vs_Control_Female,GO_BP,regulation of sensory perception of pain,0.00717710340132358,0.049399542810928856,7/2058
OUD_vs_Control_Female,GO_BP,astrocyte development,0.007207854083929171,0.049399542810928856,12/2058
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN,0.004268159260268003,0.04942304651050662,35/2013
OUD_vs_Control_Male,GO_MF,postsynaptic neurotransmitter receptor activity,0.021330001767397522,0.049770004123927555,1/5
OUD_vs_Control_Female,GO_BP,"complement activation, alternative pathway",0.007372143240583061,0.049813883375629905,6/2058
OUD_vs_Control_Female,GO_BP,pyramidal neuron differentiation,0.007372143240583061,0.049813883375629905,6/2058
OUD_Effect_Male_vs_Female,GO_BP,neuron projection guidance,0.0010366228247179208,0.05117311109498814,43/1775
OUD_vs_Control_Female,GO_BP,"synaptic transmission, dopaminergic",0.007680154277988373,0.05117436131756836,9/2058
OUD_vs_Control_Female,GO_BP,ionotropic glutamate receptor signaling pathway,0.007680154277988373,0.05117436131756836,9/2058
OUD_vs_Control_Female,GO_BP,neuron apoptotic process,0.007755913284502333,0.05161941361720223,54/2058
OUD_vs_Control_Female,GO_BP,dendrite morphogenesis,0.00779817370801515,0.05172129727769956,30/2058
OUD_vs_Control_Female,C7_Immunologic,GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN,0.01176140326186706,0.05269572575391855,38/2332
OUD_vs_Control_Female,KEGG,Apoptosis,0.007032637546248625,0.053225576078121416,31/1075
OUD_vs_Control_Female,KEGG,Glutamatergic synapse,0.0070462742347355825,0.053225576078121416,27/1075
OUD_vs_Control_Female,GO_BP,neuron projection extension,0.008196353379822705,0.053865760739314275,34/2058
OUD_Effect_Male_vs_Female,C8_CellType,ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON,0.01385868167054667,0.05441890708329844,8/2057
OUD_vs_Control_Female,GO_BP,regulation of neurotransmitter receptor activity,0.008371334134502847,0.05457958166742117,10/2058
OUD_vs_Control_Male,GO_MF,neurotransmitter receptor activity,0.029195060026889763,0.055736023687698644,1/5
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_ASTROCYTES,0.027502323523573298,0.05589421007216784,28/2407
OUD_Effect_Male_vs_Female,DO,withdrawal disorder,0.00187501662867599,0.0562504988602797,12/920
OUD_vs_Control_Female,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON,0.02781698587736967,0.05638174019230304,12/2407
OUD_vs_Control_Female,GO_BP,regulation of dopamine secretion,0.008885326808208499,0.056584984994310104,8/2058
OUD_vs_Control_Female,GO_BP,astrocyte activation,0.008885326808208499,0.056584984994310104,8/2058
OUD_vs_Control_Female,GO_BP,humoral immune response,0.009031294787037942,0.05738759833220467,39/2058
OUD_Effect_Male_vs_Female,GO_CC,neuron spine,0.0034055246403734167,0.057544634307848244,34/1867
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of response to cytokine stimulus,0.0012576193029193111,0.05804475433067422,16/1775
OUD_vs_Control_Female,WikiPathways,WP_APOPTOSIS,0.004455643663304316,0.05821797929703528,23/1231
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuron projection development,0.0012754999695330105,0.058370562360298334,72/1775
OUD_Effect_Male_vs_Female,GO_BP,postsynaptic neurotransmitter receptor diffusion trapping,0.001325457724343556,0.058370562360298334,6/1775
OUD_Effect_Male_vs_Female,GO_BP,neurotransmitter receptor diffusion trapping,0.001325457724343556,0.058370562360298334,6/1775
OUD_vs_Control_Female,WikiPathways,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5321,0.004642344411082082,0.05868624066839613,12/1231
OUD_vs_Control_Female,KEGG,Arachidonic acid metabolism,0.008295006407498418,0.058756295386447124,15/1075
OUD_Effect_Male_vs_Female,GO_BP,"synaptic transmission, glutamatergic",0.0013635813261227187,0.058970853855700084,24/1775
OUD_Effect_Male_vs_Female,GO_BP,dendrite development,0.0013963093744129773,0.05898950835457467,44/1775
OUD_vs_Control_Male,GO_BP,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.005979652021753767,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,retrograde axonal transport,0.007635579482175192,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.010610687221172976,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,postsynaptic neurotransmitter receptor internalization,0.010940813785330072,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,mitochondrial outer membrane permeabilization involved in programmed cell death,0.012260438940868368,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,neurotransmitter receptor internalization,0.012919723104963365,0.060896160156466705,1/5
OUD_vs_Control_Male,GO_BP,dopamine transport,0.013578655181394783,0.060896160156466705,1/5
OUD_Effect_Male_vs_Female,GO_BP,integrated stress response signaling,0.0014951342989438599,0.06124713261296022,14/1775
OUD_Effect_Male_vs_Female,GO_BP,forebrain generation of neurons,0.0015104101754120894,0.06124713261296022,19/1775
OUD_vs_Control_Male,GO_BP,negative regulation of response to endoplasmic reticulum stress,0.015553340294934492,0.061701511751044165,1/5
OUD_vs_Control_Male,GO_BP,anterograde axonal transport,0.016539496221295025,0.061701511751044165,1/5
OUD_Effect_Male_vs_Female,GO_MF,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,0.001257038168181482,0.06304071251570563,15/1824
OUD_vs_Control_Female,WikiPathways,WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.005417408874225476,0.06367831483738717,24/1231
OUD_vs_Control_Female,GO_BP,regulation of axon extension,0.010490127852748386,0.06445215159901009,19/2058
OUD_vs_Control_Female,GO_BP,response to axon injury,0.010490127852748386,0.06445215159901009,19/2058
OUD_vs_Control_Female,GO_BP,neuron recognition,0.01059549810815968,0.0645806858257828,13/2058
OUD_vs_Control_Female,GO_BP,negative regulation of astrocyte differentiation,0.010881234193331478,0.0645806858257828,6/2058
OUD_vs_Control_Male,GO_BP,positive regulation of cytokine-mediated signaling pathway,0.018509437190578293,0.06482625250518492,1/5
OUD_vs_Control_Male,GO_BP,positive regulation of response to cytokine stimulus,0.019820976485398267,0.06482625250518492,1/5
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_CEREBRUM_LIMBIC_SYSTEM_NEURONS,0.033118572717134476,0.06502969747062343,8/2407
OUD_vs_Control_Male,GO_BP,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,0.0208037105473734,0.06572081286556597,1/5
OUD_vs_Control_Female,GO_MF,glutamate receptor activity,0.005579598332601681,0.06621986786832197,9/2121
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_MAIN_FETAL_INHIBITORY_INTERNEURONS,0.017345137123703093,0.06637169817743531,8/2057
OUD_Effect_Male_vs_Female,DO,bone inflammation disease,0.002285028585646697,0.06640864327035713,43/920
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN,0.006854733878218634,0.06706076998931966,33/2013
OUD_Effect_Male_vs_Female,GO_BP,"positive regulation of synaptic transmission, glutamatergic",0.0017050919850793837,0.06709379994297933,11/1775
OUD_Effect_Male_vs_Female,GO_MF,postsynaptic neurotransmitter receptor activity,0.0014778390972655909,0.06726904631627449,17/1824
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_EYE_MICROGLIA,0.01776131807961495,0.06727771999854149,27/2057
OUD_vs_Control_Female,WikiPathways,WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE_WP5122,0.006327913594266851,0.06793879774533966,11/1231
OUD_vs_Control_Female,WikiPathways,WP_IRON_METABOLISM_IN_PLACENTA,0.006343355019459044,0.06793879774533966,6/1231
OUD_vs_Control_Male,GO_BP,axonal transport,0.022439848896724013,0.06855250542076126,1/5
OUD_Effect_Male_vs_Female,DO,autoimmune disease,0.0026000860714642787,0.06875942599313557,55/920
OUD_vs_Control_Female,GO_BP,regulation of synapse assembly,0.01180331179499444,0.06905657114205589,33/2058
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of synapse assembly,0.001828969227310903,0.0696849550566711,16/1775
OUD_vs_Control_Female,GO_BP,negative regulation of axonogenesis,0.0121655497506195,0.07067312806691874,14/2058
OUD_Effect_Male_vs_Female,Hallmark,HALLMARK_HEME_METABOLISM,0.018447179408295204,0.07095069003190463,36/572
OUD_Effect_Male_vs_Female,GO_CC,neuronal cell body membrane,0.0046839135621524995,0.07178369854554645,9/1867
OUD_Effect_Male_vs_Female,GO_BP,regulation of axonogenesis,0.0019459333488433311,0.07240915292340043,29/1775
OUD_vs_Control_Female,GO_BP,positive regulation of innate immune response,0.012653775057285831,0.07301405255625668,65/2058
OUD_vs_Control_Male,WikiPathways,WP_APOPTOSIS_MODULATION_BY_HSP70,0.007376701181851075,0.07308965747755164,1/3
OUD_Effect_Male_vs_Female,GO_BP,maintenance of synapse structure,0.0022055674737725024,0.07358550845821668,10/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of complement activation,0.0022165090622432715,0.07358550845821668,6/1775
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_HEART_VISCERAL_NEURONS,0.03784023167481519,0.07372489582121616,17/2407
OUD_vs_Control_Male,GO_BP,regulation of response to endoplasmic reticulum stress,0.028637240664192154,0.07455173966276736,1/5
OUD_Effect_Male_vs_Female,Reactome,Transmission across Chemical Synapses,2.0373052037201813e-4,0.07502376412699567,52/1194
OUD_vs_Control_Female,GO_BP,L-glutamate transmembrane transport,0.013173260954968319,0.07506278196693966,10/2058
OUD_vs_Control_Female,GO_BP,negative regulation of axon extension,0.013173260954968319,0.07506278196693966,10/2058
OUD_vs_Control_Female,GO_CC,Schaffer collateral - CA1 synapse,0.009160144703990547,0.07562991268422965,22/2168
OUD_vs_Control_Female,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_SST_POS_NEURON_CELL,0.03955126747586563,0.07666235392494264,65/2407
OUD_vs_Control_Female,GO_BP,regulation of immunoglobulin mediated immune response,0.013561430171147392,0.07669268516237283,15/2058
OUD_vs_Control_Female,GO_CC,axonal growth cone,0.0097187129388200209,0.07718187510077543,9/2168
OUD_vs_Control_Female,Reactome,Selenoamino acid metabolism,0.0021428539316211944,0.07761312410871887,26/1379
OUD_vs_Control_Female,C8_CellType,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MATURE_NEURONS,0.040599142344163744,0.07849167519871657,34/2407
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN,0.008897643771145944,0.07924921472216277,34/2013
OUD_vs_Control_Female,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_PCP4_POS_NEURON_CELL,0.041791844452937606,0.07997728608506334,13/2407
OUD_Effect_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON,0.022346488037269643,0.0807410210276133,11/2057
OUD_Effect_Male_vs_Female,GO_BP,ensheathment of neurons,0.002717528095413153,0.0816264920511136,31/1775
OUD_Effect_Male_vs_Female,GO_BP,axon ensheathment,0.002717528095413153,0.0816264920511136,31/1775
OUD_Effect_Male_vs_Female,GO_BP,neuronal action potential,0.0027975830802460626,0.08190428907069007,11/1775
OUD_vs_Control_Male,GO_BP,regulation of postsynaptic membrane neurotransmitter receptor levels,0.03835856718147679,0.08202832058808113,1/5
OUD_vs_Control_Female,GO_BP,positive regulation of humoral immune response,0.015424901154879076,0.08377467542324418,6/2058
OUD_vs_Control_Female,WikiPathways,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,0.008280020923541102,0.08436583277047056,11/1231
OUD_Effect_Male_vs_Female,GO_MF,glutamate receptor binding,0.00226570630511583,0.08438039542385924,13/1824
OUD_Effect_Male_vs_Female,GO_BP,postsynapse organization,0.0033816524976372155,0.08550447606513034,42/1775
OUD_Effect_Male_vs_Female,GO_BP,pyramidal neuron differentiation,0.003493750447393372,0.08550447606513034,6/1775
OUD_Effect_Male_vs_Female,GO_BP,dendrite morphogenesis,0.00351207800745189,0.08550447606513034,28/1775
OUD_vs_Control_Female,GO_BP,postsynapse organization,0.015937868954143144,0.08603846613769152,44/2058
OUD_vs_Control_Female,GO_BP,synapse maturation,0.016050948867792375,0.08603846613769152,11/2058
OUD_vs_Control_Female,GO_CC,neuronal dense core vesicle,0.0114881611567652,0.08660458393870576,8/2168
OUD_vs_Control_Female,GO_MF,chemokine receptor binding,0.008346298159321659,0.08669816843099817,11/2121
OUD_vs_Control_Female,GO_BP,postsynaptic neurotransmitter receptor diffusion trapping,0.016511873059780552,0.08697058847681303,5/2058
OUD_vs_Control_Female,GO_BP,neurotransmitter receptor diffusion trapping,0.016511873059780552,0.08697058847681303,5/2058
OUD_vs_Control_Female,GO_BP,negative regulation of neuron migration,0.016511873059780552,0.08697058847681303,5/2058
