"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000040487","SLC66A1","1","protein_coding"
"ENSG00000040531","CTNS","17","protein_coding"
"ENSG00000040608","RTN4R","22","protein_coding"
"ENSG00000040633","PHF23","17","protein_coding"
"ENSG00000040731","CDH10","5","protein_coding"
"ENSG00000040933","INPP4A","2","protein_coding"
"ENSG00000041353","RAB27B","18","protein_coding"
"ENSG00000041357","PSMA4","15","protein_coding"
"ENSG00000041515","MYO16","13","protein_coding"
"ENSG00000041802","LSG1","3","protein_coding"
"ENSG00000041880","PARP3","3","protein_coding"
"ENSG00000041982","TNC","9","protein_coding"
"ENSG00000041988","THAP3","1","protein_coding"
"ENSG00000042062","RIPOR3","20","protein_coding"
"ENSG00000042088","TDP1","14","protein_coding"
"ENSG00000042286","AIFM2","10","protein_coding"
"ENSG00000042304","SLC19A4P","2","transcribed_unprocessed_pseudogene"
"ENSG00000042317","SPATA7","14","protein_coding"
"ENSG00000042429","MED17","11","protein_coding"
"ENSG00000042445","RETSAT","2","protein_coding"
"ENSG00000042493","CAPG","2","protein_coding"
"ENSG00000042753","AP2S1","19","protein_coding"
"ENSG00000042781","USH2A","1","protein_coding"
"ENSG00000042813","ZPBP","7","protein_coding"
"ENSG00000042832","TG","8","protein_coding"
"ENSG00000042980","ADAM28","8","protein_coding"
"ENSG00000043039","BARX2","11","protein_coding"
"ENSG00000043093","DCUN1D1","3","protein_coding"
"ENSG00000043143","JADE2","5","protein_coding"
"ENSG00000043355","ZIC2","13","protein_coding"
"ENSG00000043462","LCP2","5","protein_coding"
"ENSG00000043514","TRIT1","1","protein_coding"
"ENSG00000043591","ADRB1","10","protein_coding"
"ENSG00000044012","GUCA2B","1","protein_coding"
"ENSG00000044090","CUL7","6","protein_coding"
"ENSG00000044115","CTNNA1","5","protein_coding"
"ENSG00000044446","PHKA2","X","protein_coding"
"ENSG00000044459","CNTLN","9","protein_coding"
"ENSG00000044524","EPHA3","3","protein_coding"
"ENSG00000044574","HSPA5","9","protein_coding"
"ENSG00000046604","DSG2","18","protein_coding"
"ENSG00000046647","GEMIN8","X","protein_coding"
"ENSG00000046651","OFD1","X","protein_coding"
"ENSG00000046653","GPM6B","X","protein_coding"
"ENSG00000046889","PREX2","8","protein_coding"
"ENSG00000047056","WDR37","10","protein_coding"
"ENSG00000047188","YTHDC2","5","protein_coding"
"ENSG00000047230","CTPS2","X","protein_coding"
"ENSG00000047249","ATP6V1H","8","protein_coding"
"ENSG00000047315","POLR2B","4","protein_coding"
"ENSG00000047346","ATOSA","15","protein_coding"
"ENSG00000047365","ARAP2","4","protein_coding"
"ENSG00000047410","TPR","1","protein_coding"
"ENSG00000047457","CP","3","protein_coding"
"ENSG00000047578","KATNIP","16","protein_coding"
"ENSG00000047579","DTNBP1","6","protein_coding"
"ENSG00000047597","XK","X","protein_coding"
"ENSG00000047617","ANO2","12","protein_coding"
"ENSG00000047621","FERRY3","12","protein_coding"
"ENSG00000047634","SCML1","X","protein_coding"
"ENSG00000047644","WWC3","X","protein_coding"
"ENSG00000047648","ARHGAP6","X","protein_coding"
"ENSG00000047662","FAM184B","4","protein_coding"
"ENSG00000047849","MAP4","3","protein_coding"
"ENSG00000047932","GOPC","6","protein_coding"
"ENSG00000047936","ROS1","6","protein_coding"
"ENSG00000048028","USP28","11","protein_coding"
"ENSG00000048052","HDAC9","7","protein_coding"
"ENSG00000048140","TSPAN17","5","protein_coding"
"ENSG00000048162","NOP16","5","protein_coding"
"ENSG00000048342","CC2D2A","4","protein_coding"
"ENSG00000048392","RRM2B","8","protein_coding"
"ENSG00000048405","ZNF800","7","protein_coding"
"ENSG00000048462","TNFRSF17","16","protein_coding"
"ENSG00000048471","SNX29","16","protein_coding"
"ENSG00000048540","LMO3","12","protein_coding"
"ENSG00000048544","MRPS10","6","protein_coding"
"ENSG00000048545","GUCA1A","6","protein_coding"
"ENSG00000048649","RSF1","11","protein_coding"
"ENSG00000048707","VPS13D","1","protein_coding"
"ENSG00000048740","CELF2","10","protein_coding"
"ENSG00000048828","FAM120A","9","protein_coding"
"ENSG00000048991","R3HDM1","2","protein_coding"
"ENSG00000049089","COL9A2","1","protein_coding"
"ENSG00000049130","KITLG","12","protein_coding"
"ENSG00000049167","ERCC8","5","protein_coding"
"ENSG00000049192","ADAMTS6","5","protein_coding"
"ENSG00000049239","H6PD","1","protein_coding"
"ENSG00000049245","VAMP3","1","protein_coding"
"ENSG00000049246","PER3","1","protein_coding"
"ENSG00000049247","UTS2","1","protein_coding"
"ENSG00000049249","TNFRSF9","1","protein_coding"
"ENSG00000049283","EPN3","17","protein_coding"
"ENSG00000049323","LTBP1","2","protein_coding"
"ENSG00000049449","RCN1","11","protein_coding"
"ENSG00000049540","ELN","7","protein_coding"
"ENSG00000049541","RFC2","7","protein_coding"
"ENSG00000049618","ARID1B","6","protein_coding"
"ENSG00000049656","CLPTM1L","5","protein_coding"
"ENSG00000049759","NEDD4L","18","protein_coding"
"ENSG00000049768","FOXP3","X","protein_coding"
"ENSG00000049769","PPP1R3F","X","protein_coding"
"ENSG00000049860","HEXB","5","protein_coding"
"ENSG00000049883","PTCD2","5","protein_coding"
"ENSG00000050030","NEXMIF","X","protein_coding"
"ENSG00000050130","JKAMP","14","protein_coding"
"ENSG00000050165","DKK3","11","protein_coding"
"ENSG00000050327","ARHGEF5","7","protein_coding"
"ENSG00000050344","NFE2L3","7","protein_coding"
"ENSG00000050393","MCUR1","6","protein_coding"
"ENSG00000050405","LIMA1","12","protein_coding"
"ENSG00000050426","LETMD1","12","protein_coding"
"ENSG00000050438","SLC4A8","12","protein_coding"
"ENSG00000050555","LAMC3","9","protein_coding"
"ENSG00000050628","PTGER3","1","protein_coding"
"ENSG00000050730","TNIP3","4","protein_coding"
"ENSG00000050748","MAPK9","5","protein_coding"
"ENSG00000050767","COL23A1","5","protein_coding"
"ENSG00000050820","BCAR1","16","protein_coding"
"ENSG00000051009","FHIP1B","11","protein_coding"
"ENSG00000051108","HERPUD1","16","protein_coding"
"ENSG00000051128","HOMER3","19","protein_coding"
"ENSG00000051180","RAD51","15","protein_coding"
"ENSG00000051341","POLQ","3","protein_coding"
"ENSG00000051382","PIK3CB","3","protein_coding"
"ENSG00000051523","CYBA","16","protein_coding"
"ENSG00000051596","THOC3","5","protein_coding"
"ENSG00000051620","HEBP2","6","protein_coding"
"ENSG00000051825","MPHOSPH9","12","protein_coding"
"ENSG00000052126","PLEKHA5","12","protein_coding"
"ENSG00000052344","PRSS8","16","protein_coding"
"ENSG00000052723","SIKE1","1","protein_coding"
"ENSG00000052749","RRP12","10","protein_coding"
"ENSG00000052795","FNIP2","4","protein_coding"
"ENSG00000052802","MSMO1","4","protein_coding"
"ENSG00000052841","TTC17","11","protein_coding"
"ENSG00000052850","ALX4","11","protein_coding"
"ENSG00000053108","FSTL4","5","protein_coding"
"ENSG00000053254","FOXN3","14","protein_coding"
"ENSG00000053328","METTL24","6","protein_coding"
"ENSG00000053371","AKR7A2","1","protein_coding"
"ENSG00000053372","MRTO4","1","protein_coding"
"ENSG00000053438","NNAT","20","protein_coding"
"ENSG00000053501","USE1","19","protein_coding"
"ENSG00000053524","MCF2L2","3","protein_coding"
"ENSG00000053702","NRIP2","12","protein_coding"
"ENSG00000053747","LAMA3","18","protein_coding"
"ENSG00000053770","AP5M1","14","protein_coding"
"ENSG00000053900","ANAPC4","4","protein_coding"
"ENSG00000053918","KCNQ1","11","protein_coding"
"ENSG00000054116","TRAPPC3","1","protein_coding"
"ENSG00000054118","THRAP3","1","protein_coding"
"ENSG00000054148","PHPT1","9","protein_coding"
"ENSG00000054179","ENTPD2","9","protein_coding"
"ENSG00000054219","LY75","2","protein_coding"
"ENSG00000054267","ARID4B","1","protein_coding"
"ENSG00000054277","OPN3","1","protein_coding"
"ENSG00000054282","SDCCAG8","1","protein_coding"
"ENSG00000054356","PTPRN","2","protein_coding"
"ENSG00000054392","HHAT","1","protein_coding"
"ENSG00000054523","KIF1B","1","protein_coding"
"ENSG00000054598","FOXC1","6","protein_coding"
"ENSG00000054611","TBC1D22A","22","protein_coding"
"ENSG00000054654","SYNE2","14","protein_coding"
"ENSG00000054690","PLEKHH1","14","protein_coding"
"ENSG00000054793","ATP9A","20","protein_coding"
"ENSG00000054796","SPO11","20","protein_coding"
"ENSG00000054803","CBLN4","20","protein_coding"
"ENSG00000054938","CHRDL2","11","protein_coding"
"ENSG00000054965","FAM168A","11","protein_coding"
"ENSG00000054967","RELT","11","protein_coding"
"ENSG00000054983","GALC","14","protein_coding"
"ENSG00000055044","NOP58","2","protein_coding"
"ENSG00000055070","SZRD1","1","protein_coding"
"ENSG00000055118","KCNH2","7","protein_coding"
"ENSG00000055130","CUL1","7","protein_coding"
"ENSG00000055147","FAM114A2","5","protein_coding"
"ENSG00000055163","CYFIP2","5","protein_coding"
"ENSG00000055208","TAB2","6","protein_coding"
"ENSG00000055211","GINM1","6","protein_coding"
"ENSG00000055332","EIF2AK2","2","protein_coding"
"ENSG00000055483","USP36","17","protein_coding"
"ENSG00000055609","KMT2C","7","protein_coding"
"ENSG00000055732","MCOLN3","1","protein_coding"
"ENSG00000055813","CCDC85A","2","protein_coding"
"ENSG00000055917","PUM2","2","protein_coding"
"ENSG00000055950","MRPL43","10","protein_coding"
"ENSG00000055955","ITIH4","3","protein_coding"
"ENSG00000055957","ITIH1","3","protein_coding"
"ENSG00000056050","HPF1","4","protein_coding"
"ENSG00000056097","ZFR","5","protein_coding"
"ENSG00000056277","ZNF280C","X","protein_coding"
"ENSG00000056291","NPFFR2","4","protein_coding"
"ENSG00000056487","PHF21B","22","protein_coding"
"ENSG00000056558","TRAF1","9","protein_coding"
"ENSG00000056586","RC3H2","9","protein_coding"
"ENSG00000056736","IL17RB","3","protein_coding"
"ENSG00000056972","TRAF3IP2","6","protein_coding"
"ENSG00000056998","GYG2","X","protein_coding"
"ENSG00000057019","DCBLD2","3","protein_coding"
"ENSG00000057252","SOAT1","1","protein_coding"
"ENSG00000057294","PKP2","12","protein_coding"
"ENSG00000057468","MSH4","1","protein_coding"
"ENSG00000057593","F7","13","protein_coding"
"ENSG00000057608","GDI2","10","protein_coding"
"ENSG00000057657","PRDM1","6","protein_coding"
"ENSG00000057663","ATG5","6","protein_coding"
"ENSG00000057704","TMCC3","12","protein_coding"
"ENSG00000057757","PITHD1","1","protein_coding"
"ENSG00000057935","MTA3","2","protein_coding"
"ENSG00000058056","USP13","3","protein_coding"
"ENSG00000058063","ATP11B","3","protein_coding"
"ENSG00000058085","LAMC2","1","protein_coding"
"ENSG00000058091","CDK14","7","protein_coding"
"ENSG00000058262","SEC61A1","3","protein_coding"
"ENSG00000058272","PPP1R12A","12","protein_coding"
"ENSG00000058335","RASGRF1","15","protein_coding"
"ENSG00000058404","CAMK2B","7","protein_coding"
"ENSG00000058453","CROCC","1","protein_coding"
"ENSG00000058600","POLR3E","16","protein_coding"
"ENSG00000058668","ATP2B4","1","protein_coding"
"ENSG00000058673","ZC3H11A","1","protein_coding"
"ENSG00000058729","RIOK2","5","protein_coding"
"ENSG00000058799","YIPF1","1","protein_coding"
"ENSG00000058804","NDC1","1","protein_coding"
"ENSG00000058866","DGKG","3","protein_coding"
"ENSG00000059122","FLYWCH1","16","protein_coding"
"ENSG00000059145","UNKL","16","protein_coding"
"ENSG00000059377","TBXAS1","7","protein_coding"
"ENSG00000059378","PARP12","7","protein_coding"
"ENSG00000059573","ALDH18A1","10","protein_coding"
"ENSG00000059588","TARBP1","1","protein_coding"
"ENSG00000059691","GATB","4","protein_coding"
"ENSG00000059728","MXD1","2","protein_coding"
"ENSG00000059758","CDK17","12","protein_coding"
"ENSG00000059769","DNAJC25","9","protein_coding"
"ENSG00000059804","SLC2A3","12","protein_coding"
"ENSG00000059915","PSD","10","protein_coding"
"ENSG00000060069","CTDP1","18","protein_coding"
"ENSG00000060138","YBX3","12","protein_coding"
"ENSG00000060140","STYK1","12","protein_coding"
"ENSG00000060237","WNK1","12","protein_coding"
"ENSG00000060303","RPS17P5","6","processed_pseudogene"
"ENSG00000060339","CCAR1","10","protein_coding"
"ENSG00000060491","OGFR","20","protein_coding"
"ENSG00000060558","GNA15","19","protein_coding"
"ENSG00000060566","CREB3L3","19","protein_coding"
"ENSG00000060642","PIGV","1","protein_coding"
"ENSG00000060656","PTPRU","1","protein_coding"
"ENSG00000060688","SNRNP40","1","protein_coding"
"ENSG00000060709","RIMBP2","12","protein_coding"
"ENSG00000060718","COL11A1","1","protein_coding"
"ENSG00000060749","QSER1","11","protein_coding"
"ENSG00000060762","MPC1","6","protein_coding"
"ENSG00000060971","ACAA1","3","protein_coding"
"ENSG00000060982","BCAT1","12","protein_coding"
"ENSG00000061273","HDAC7","12","protein_coding"
"ENSG00000061337","LZTS1","8","protein_coding"
"ENSG00000061455","PRDM6","5","protein_coding"
"ENSG00000061492","WNT8A","5","protein_coding"
"ENSG00000061656","SPAG4","20","protein_coding"
"ENSG00000061676","NCKAP1","2","protein_coding"
"ENSG00000061794","MRPS35","12","protein_coding"
"ENSG00000061918","GUCY1B1","4","protein_coding"
"ENSG00000061936","SFSWAP","12","protein_coding"
"ENSG00000061938","TNK2","3","protein_coding"
"ENSG00000061987","MON2","12","protein_coding"
"ENSG00000062038","CDH3","16","protein_coding"
"ENSG00000062096","ARSF","X","protein_coding"
"ENSG00000062194","GPBP1","5","protein_coding"
"ENSG00000062282","DGAT2","11","protein_coding"
"ENSG00000062370","ZNF112","19","protein_coding"
"ENSG00000062485","CS","12","protein_coding"
"ENSG00000062524","LTK","15","protein_coding"
"ENSG00000062582","MRPS24","7","protein_coding"
"ENSG00000062598","ELMO2","20","protein_coding"
"ENSG00000062650","WAPL","10","protein_coding"
"ENSG00000062716","VMP1","17","protein_coding"
"ENSG00000062725","APPBP2","17","protein_coding"
"ENSG00000062822","POLD1","19","protein_coding"
"ENSG00000063015","SEZ6","17","protein_coding"
"ENSG00000063046","EIF4B","12","protein_coding"
"ENSG00000063127","SLC6A16","19","protein_coding"
"ENSG00000063169","BICRA","19","protein_coding"
"ENSG00000063176","SPHK2","19","protein_coding"
"ENSG00000063177","RPL18","19","protein_coding"
"ENSG00000063180","CA11","19","protein_coding"
"ENSG00000063241","ISOC2","19","protein_coding"
"ENSG00000063244","U2AF2","19","protein_coding"
"ENSG00000063245","EPN1","19","protein_coding"
"ENSG00000063322","MED29","19","protein_coding"
"ENSG00000063438","AHRR","5","protein_coding"
"ENSG00000063515","GSC2","22","protein_coding"
"ENSG00000063587","ZNF275","X","protein_coding"
"ENSG00000063601","MTMR1","X","protein_coding"
"ENSG00000063660","GPC1","2","protein_coding"
"ENSG00000063761","ADCK1","14","protein_coding"
"ENSG00000063854","HAGH","16","protein_coding"
"ENSG00000063978","RNF4","4","protein_coding"
"ENSG00000064012","CASP8","2","protein_coding"
"ENSG00000064042","LIMCH1","4","protein_coding"
"ENSG00000064102","INTS13","12","protein_coding"
"ENSG00000064115","TM7SF3","12","protein_coding"
"ENSG00000064195","DLX3","17","protein_coding"
"ENSG00000064199","SPA17","11","protein_coding"
"ENSG00000064201","TSPAN32","11","protein_coding"
"ENSG00000064205","CCN5","20","protein_coding"
"ENSG00000064218","DMRT3","9","protein_coding"
"ENSG00000064225","ST3GAL6","3","protein_coding"
"ENSG00000064270","ATP2C2","16","protein_coding"
"ENSG00000064300","NGFR","17","protein_coding"
"ENSG00000064309","CDON","11","protein_coding"
"ENSG00000064313","TAF2","8","protein_coding"
"ENSG00000064393","HIPK2","7","protein_coding"
"ENSG00000064419","TNPO3","7","protein_coding"
"ENSG00000064489","BORCS8-MEF2B","19","protein_coding"
"ENSG00000064490","RFXANK","19","protein_coding"
"ENSG00000064545","TMEM161A","19","protein_coding"
"ENSG00000064547","LPAR2","19","protein_coding"
"ENSG00000064601","CTSA","20","protein_coding"
"ENSG00000064607","SUGP2","19","protein_coding"
"ENSG00000064651","SLC12A2","5","protein_coding"
"ENSG00000064652","SNX24","5","protein_coding"
"ENSG00000064655","EYA2","20","protein_coding"
"ENSG00000064666","CNN2","19","protein_coding"
"ENSG00000064687","ABCA7","19","protein_coding"
"ENSG00000064692","SNCAIP","5","protein_coding"
"ENSG00000064703","DDX20","1","protein_coding"
"ENSG00000064726","BTBD1","15","protein_coding"
"ENSG00000064763","FAR2","12","protein_coding"
"ENSG00000064787","BCAS1","20","protein_coding"
"ENSG00000064886","CHI3L2","1","protein_coding"
"ENSG00000064932","SBNO2","19","protein_coding"
"ENSG00000064933","PMS1","2","protein_coding"
"ENSG00000064961","HMG20B","19","protein_coding"
"ENSG00000064989","CALCRL","2","protein_coding"
"ENSG00000064995","TAF11","6","protein_coding"
"ENSG00000064999","ANKS1A","6","protein_coding"
"ENSG00000065000","AP3D1","19","protein_coding"
"ENSG00000065029","ZNF76","6","protein_coding"
"ENSG00000065054","NHERF2","16","protein_coding"
"ENSG00000065057","NTHL1","16","protein_coding"
"ENSG00000065060","BLTP3A","6","protein_coding"
"ENSG00000065135","GNAI3","1","protein_coding"
"ENSG00000065150","IPO5","13","protein_coding"
"ENSG00000065154","OAT","10","protein_coding"
"ENSG00000065183","WDR3","1","protein_coding"
"ENSG00000065243","PKN2","1","protein_coding"
"ENSG00000065268","WDR18","19","protein_coding"
"ENSG00000065308","TRAM2","6","protein_coding"
"ENSG00000065320","NTN1","17","protein_coding"
"ENSG00000065325","GLP2R","17","protein_coding"
"ENSG00000065328","MCM10","10","protein_coding"
"ENSG00000065357","DGKA","12","protein_coding"
"ENSG00000065361","ERBB3","12","protein_coding"
"ENSG00000065371","ROPN1","3","protein_coding"
"ENSG00000065413","ANKRD44","2","protein_coding"
"ENSG00000065427","KARS1","16","protein_coding"
"ENSG00000065457","ADAT1","16","protein_coding"
"ENSG00000065485","PDIA5","3","protein_coding"
"ENSG00000065491","TBC1D22B","6","protein_coding"
"ENSG00000065518","NDUFB4","3","protein_coding"
"ENSG00000065526","SPEN","1","protein_coding"
"ENSG00000065534","MYLK","3","protein_coding"
"ENSG00000065548","ZC3H15","2","protein_coding"
"ENSG00000065559","MAP2K4","17","protein_coding"
"ENSG00000065600","PACC1","1","protein_coding"
"ENSG00000065609","SNAP91","6","protein_coding"
"ENSG00000065613","SLK","10","protein_coding"
"ENSG00000065615","CYB5R4","6","protein_coding"
"ENSG00000065618","COL17A1","10","protein_coding"
"ENSG00000065621","GSTO2","10","protein_coding"
"ENSG00000065665","SEC61A2","10","protein_coding"
"ENSG00000065675","PRKCQ","10","protein_coding"
"ENSG00000065717","TLE2","19","protein_coding"
"ENSG00000065802","ASB1","2","protein_coding"
"ENSG00000065809","FAM107B","10","protein_coding"
"ENSG00000065833","ME1","6","protein_coding"
"ENSG00000065882","TBC1D1","4","protein_coding"
"ENSG00000065883","CDK13","7","protein_coding"
"ENSG00000065911","MTHFD2","2","protein_coding"
"ENSG00000065923","SLC9A7","X","protein_coding"
"ENSG00000065970","FOXJ2","12","protein_coding"
